id,title,original_title,overview,original_language,adult,popularity,release_date,vote_average,vote_count
1490236,Scarecrows,Putnubiedēkļi,"Those of us who fly in airplanes probably don’t think about those who fly through Riga Airport on their own wings. But on any given day, up to 30,000 birds might visit the airport. And it would only take one… Airport wildlife control employee Mareks would like to go to church and light a candle for luck before he goes to work every day. In fact, all of us need that luck – it’s just that we’re not aware of it. Maybe that’s a good thing. Understanding wildlife that might turn up at the airport and making sure that the paths of birds, animals and airplanes don’t cross is a very real job.",lv,False,1.7271,2026-03-03,0.0,0.0
316029,The Greatest Showman,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",en,False,13.9613,2017-12-20,7.855,10149.0
1645951,The Gratitude List,The Gratitude List,"This film explores love, communication, and the feelings we often leave unspoken in relationships. As two individuals confront their emotions and unexpressed thoughts, their journey reveals how understanding and honesty can reshape a relationship.",hi,False,0.8112,2026-03-02,0.0,0.0
1318417,A Place for Her,La Maison des Femmes,"At the Maison des Femmes, women victims of violence are cared for. Elsewhere, they are threatened, brutalized, raped, mutilated, their suffering ignored. Here, they are listened to, supported, helped and believed. Diane, Manon, Inès, Awa and the others will give them a helping hand until they can stand up again. As a team. Even if it means risking their own equilibrium.",fr,False,1.6034,2026-03-01,8.3,42.0
338967,Zombieland: Double Tap,Zombieland: Double Tap,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",en,False,8.4685,2019-10-09,6.893,6359.0
1529833,Dinosaur Hunt,Dinosaur Hunt,"A rich family are brought together to a remote island for a reunion, only to learn that their father has been experimenting with dinosaurs in an attempt to find a cure for his disease. This family are forced to work together when the dinosaurs escape.",en,False,1.8479,2026-03-01,5.0,2.0
150689,Cinderella,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",en,False,19.7357,2015-03-06,6.824,7471.0
1634336,Cassandre - Un homme parfait,Cassandre - Un homme parfait,"Annecy. When Valentin Poncet, an exemplary firefighter with a remarkable past, is found dead in suspicious circumstances, Commissioner Cassandre and her team must untangle the threads of a murder that appears to be linked to a burglary. Between the discovery of a mysterious fiancée Val may have had, the shadow of a dangerous arsonist looming overhead, and tensions within the fire station—still reeling from this second recent tragedy—each clue raises new questions and sheds light on a tragic family history with deeply buried secrets.",fr,False,1.2619,2026-02-28,0.0,0.0
1466682,Kaneko Fumiko,金子文子 何が私をこうさせたか,"The 1923 Kanto earthquake sparks fears of a Korean uprising in Japan. Many anti-colonial and leftist activists are arrested, including Fumiko and her partner Yeol. Accused of a plot to assassinate the Crown Prince, they are sentenced to death, later reduced to life in prison.",ja,False,0.6313,2026-02-28,0.0,0.0
80295,14 and Under,Der Frühreifen-Report,"This episodic film is a close relative of Wolf Hartwig's schoolgirl report movies, made by the same people, in a similar style, around similar topics. However, this one specifically focuses on the coming-of-age aspects, to an extent that it also touches on delicate issues such as paedophilia.",de,False,14.5098,1973-08-16,5.4,48.0
1578130,Aladdin,Aladdin,A group of friends vacation on a lake front cabin and find Aladdin's ancient lamp which grants 3 terrible wishes.,en,False,1.1848,2026-02-28,2.0,4.0
1147800,The Rise of Ashoka,ದ ರೈಸ್ ಆಫ್ ಅಶೋಕ,"An educated young man abandons his dream of becoming a government officer to protect his village from a ruthless ""hair mafia."" He takes up arms to fight deep-rooted caste exploitation and secure justice for his community.",kn,False,1.6799,2026-02-27,0.0,0.0
1451867,Ghost Elephants,Ghost Elephants,"In Angola's mist-shrouded highlands, three KhoiSan master trackers embark on a spiritual quest to rediscover the legendary ""ghost elephants"" of Lisima, creatures presumed lost but remembered in ancestral trance, ritual, and memory.",en,False,4.3621,2026-02-27,7.7,52.0
1270041,Bring the Law,Bring the Law,A disgraced LA cop is chosen to lead a task force against a local crime syndicate and uncovers a conspiracy of corruption in his own department.,en,False,3.5562,2026-02-27,6.8,4.0
1536363,Le poids du silence,Le poids du silence,,fr,False,1.1907,2026-02-27,0.0,0.0
1641264,First Job 2,First Job 2,Luke and Charlie are tasked with taking out another hitman who is wanted for manslaughter.,en,False,0.2654,2026-02-27,0.0,0.0
1600162,A Little Dream of Me,Cảm Ơn Người Đã Thức Cùng Tôi,"Cảm Ơn Người Đã Thức Cùng Tôi is an emotional journey of young people searching for answers to the question, “What is your dream?”—only to discover, as they step into adulthood, that the most important question becomes, “Who do you want to pursue that dream with?”",vi,False,2.5568,2026-02-27,10.0,1.0
1441149,Vishnu Vinyasam,Vishnu Vinyasam,A superstitious man confronts his deepest convictions when he discovers that the woman he has fallen for has a dark secret.,te,False,3.2328,2026-02-27,6.0,5.0
1628661,Mongoose,Мангул,"Captain Oleg Mangul travels to a remote town to investigate the mysterious disappearance of students, but soon realizes something is deeply wrong. Strange witnesses, eerie visions, and tracks leading into the mountains confront him with a mystery that defies human logic. Trying to escape this trap, Mangul finds himself drawn into a dangerous conflict where reality and deception intertwine, and his own past begins to play a decisive role.",ru,False,1.9863,2026-02-26,0.0,0.0
1625582,The Kerala Story 2,The Kerala Story 2,"Three young Indian women across different states choose love over tradition, only to become trapped. Their parallel lives show how romance and rebellion transform into control and silence, turning love into a weapon that destroys freedom.",hi,False,2.7485,2026-02-27,3.3,3.0
1494712,Das Millionenschnitzel,Das Millionenschnitzel,,de,False,3.7654,2026-02-27,6.2,3.0
1629331,7 Büyük Günah,7 Büyük Günah,"A secret murder plot at a forest cabin collapses as greed, uninvited guests and the mafia turn the night into a fight for survival.",tr,False,1.7094,2026-02-27,0.0,0.0
972232,K-Pops!,K-Pops!,"A washed-up musician travels to Korea to write for K-pop stars, discovering that his long-lost son is set to front one of the country’s hottest new groups. He then jumps at the opportunity to capitalize on his son’s stardom for his own renaissance, but learns that fatherhood is much more fulfilling and meaningful than stardom.",en,False,1.8394,2026-02-27,6.524,21.0
1466526,Entre Bestias,Entre Bestias,"Luis de la Isla, one of the biggest Spanish-speaking podcasters, sets out to interview Alfredo Chaparro, the controversial former president of a major media network, without being aware of all the problems that will come his way.",es,False,3.3717,,0.0,0.0
1440769,The Beekeeper 2,The Beekeeper 2,The second installment in the franchise. Plot TBA.,en,False,4.6873,2027-01-14,0.0,0.0
1545877,Scurvy,Цинга,"Novice Fyodor accompanies father Pyotr on an official mission to the Polar Urals. Ahead of the missionaries is the farthest northern camp, which the locals cautiously call ""the edge of the earth."" And travelers are not at all welcome here.",ru,False,1.5864,2026-02-26,6.0,1.0
1671525,"Na Maith, An Droch agus An Gránna","Na Maith, An Droch agus An Gránna","Tuathla desperately searches a massive field to discover the two hundred thousand dollars rumored to be hidden within Arch Stanton's grave. After an intense search, Tuathla finds the grave and digs frantically to uncover the treasure which lies within, only to be interrupted by two rival gunslingers, The Woman With No Name and Angel Eyes. The three outlaws enter a tense three-way standoff in the centre of a field over who gets to keep the gold.",ga,False,1.2826,2026-02-25,10.0,1.0
280092,Insidious: Chapter 3,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",en,False,10.9887,2015-05-28,6.285,3674.0
1642888,Run,도망쳐,,ko,False,1.4117,2026-02-25,5.0,1.0
1642398,Puerto Hurraco 202,Puerto Hurraco 202,,es,False,0.335,2026-02-24,0.0,0.0
1659577,Lip Crush 2,Lip Crush 2,"It's been two weeks since Tyler and Oliver uploaded their video to YouTube, and the world hasn't stopped spinning since. Those fleeting kisses have become a constant, but now, as they prepare to attend Tyler's mom's wedding, they must confront what their friendship is becoming. As they navigate these blurred lines, they realize that time, like their feelings, can stretch or rush by, depending on how they choose to see it.",en,False,0.7982,2026-02-24,8.0,1.0
1740937,Living Out Loud,Living Out Loud,"In a time when the visibility of LGBTQ+ people in Britain has never been higher, so too has the backlash. Guided by the beloved drag star, Copper Topp, Living Out Loud confronts the rising tide of homophobia and transphobia sweeping the UK, while celebrating the resilience and brilliance of the queer community.",en,False,0.5517,2026-02-24,0.0,0.0
1709402,Tamino Private Session,Tamino Soirée de Poche,"Filmed in the intimate surroundings of a Paris flat, Tamino impresses the audience with his beautiful and melancholic songs.",fr,False,0.9249,2026-02-24,9.0,1.0
630,The Wizard of Oz,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",en,False,21.6148,1939-08-21,7.582,6198.0
1642125,Pete Holmes: Silly Silly Fun Boy,Pete Holmes: Silly Silly Fun Boy,"Comedian Pete Holmes delivers fresh takes on parenting, marriage and more.",en,False,1.5907,2026-02-23,5.8,3.0
259316,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",en,False,18.6024,2016-11-16,7.309,19843.0
1647960,NADA,NADA,"Discover the rhythm, friendship, and energy of the Venezuelan duo Carmelo y Las Fieras in this intimate portrait of their music and bond.",es,False,1.1572,2026-02-23,0.0,0.0
1640480,Petits meurtres en Corrèze,Petits meurtres en Corrèze,,fr,False,0.8954,2026-02-22,6.0,1.0
1584911,Homecoming: The Tokyo Series,Homecoming: The Tokyo Series,"In 2025, as MLB's Dodgers and Cubs clash in Tokyo for a historic season opener, their games become a lens into Japan's passionate baseball culture and the values that bind two nations through America's pastime.",en,False,1.7297,2026-02-23,8.0,1.0
1638188,I'm Undercover,我是卧底,"To solve an undercover case pending for many years, the old police chief Situ Qiang sends police officer Huo Tao, who is desperate to raise funds for his daughter's medical treatment, to go undercover in a criminal gang. Huo Tao pretends to be a pickpocket and gains the trust of the gang leader, Lord Bei, and gets acquainted with a young pickpocket named Xiaofei. Cooperating with the police's plan, he discovers Lord Bei's collusion with others to steal business secrets. Finally, all the criminals are brought to justice, fulfilling Situ Qiang's wish.",zh,False,4.1357,2026-02-23,4.0,1.0
1638195,Redemption of Justice,正义救赎,,zh,False,0.4376,2026-02-22,0.0,0.0
1610748,Brailled It,Brailled It,Blind and low-vision kids take control of the cameras and capture their own experiences at the annual Braille Challenge — a weekend of high-pressure competition and raw coming-of-age moments.,en,False,1.7022,2026-02-22,0.0,0.0
976893,Perfect Days,PERFECT DAYS,"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.",ja,False,13.1492,2023-11-10,7.806,1981.0
676670,Muyi,"Muyi, la légende du village des femmes","Muyi, 14, lives in a village in China where men are forbidden. On the day of the dead, she invites a traveling troupe to perform the famous play The Handsome General. But the play stirs up long-buried secrets and quickly wreaks havoc.",fr,False,1.608,2027-01-20,0.0,0.0
1677955,Alpha: Men Love Vengeance,ಆಲ್ಫಾ,"Arjun, a fiery, determined young man, his father, Shakthi, An honest Police Inspector and Arjun's role model, Shakthi dreams of seeing his son become an IPS officer. The film cuts to a different world.",kn,False,2.172,2026-02-20,4.0,1.0
250546,Annabelle,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,en,False,12.9715,2014-10-01,5.789,6603.0
676670,Muyi,"Muyi, la légende du village des femmes","Muyi, 14, lives in a village in China where men are forbidden. On the day of the dead, she invites a traveling troupe to perform the famous play The Handsome General. But the play stirs up long-buried secrets and quickly wreaks havoc.",fr,False,1.608,2027-01-20,0.0,0.0
1677955,Alpha: Men Love Vengeance,ಆಲ್ಫಾ,"Arjun, a fiery, determined young man, his father, Shakthi, An honest Police Inspector and Arjun's role model, Shakthi dreams of seeing his son become an IPS officer. The film cuts to a different world.",kn,False,2.172,2026-02-20,4.0,1.0
250546,Annabelle,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,en,False,12.9715,2014-10-01,5.789,6602.0
1439660,Fukushima: A Nuclear Nightmare,Fukushima: A Nuclear Nightmare,The definitive account of Japan’s struggle as it faced a nuclear catastrophe while still reeling from the devastation of an earthquake and tsunami.,en,False,2.3539,2026-02-20,6.983,30.0
1242937,The Dreadful,The Dreadful,"In medieval England, Anne and her domineering mother-in-law Morwen struggle to survive on the outskirts of society. But when a man from Anne's past returns from war, a curse begins to take shape through a mysterious knight and threatens to destroy them all.",en,False,4.9336,2026-02-20,6.1,77.0
1372178,Bad Neighbours,Grannfejden,"Hanna moves home to the country and ends up in the middle of a neighborhood feud between the ex-prime minister Stefan Carlsson and the stubborn Harry Flodman, who are arguing about a smelly outhouse. As Harry's live-in supporter, she is forced to choose a side; the power or the stubborn neighbor.  The story is inspired by real events.",sv,False,2.5534,2026-02-20,6.0,3.0
1638697,Be Forever Yamato Rebel 3199 - Part 5: White Heat Galactic War,ヤマトよ永遠に REBEL3199 第五章 白熱の銀河大戦,,ja,False,0.9001,2026-02-20,1.0,1.0
1241693,Do Deewane Seher Mein,दो दीवाने शहर में,"Two socially awkward millennials in Mumbai find love while struggling with self-acceptance. As they battle insecurities and societal pressure, their journey takes them from city chaos to mountain serenity.",hi,False,4.0232,2026-02-20,6.375,16.0
1442211,Balandrau: Where the Fierce Wind Blew,"Balandrau, vent salvatge","On December 30, 2000, a group of friends climbed Balandrau, but an unpredictable blizzard unleashed the worst Pyrenees storm in history.",ca,False,4.0671,2026-02-20,7.0,19.0
1405769,I Can Only Imagine 2,I Can Only Imagine 2,"Following the breakout success of the song 'I Can Only Imagine', MercyMe's Bart Millard is living the dream—sold-out arenas, a devoted fanbase, and a thriving career. But behind the spotlight, Bart's past threatens the family he's built, especially the fragile bond with his son Sam. When hopeful newcomer Tim Timmons joins the band for their biggest tour yet, he unknowingly brings a renewed gratitude to Bart's life through their unlikely friendship. Bart soon discovers that Tim carries hardships—and secrets—of his own, forcing him to face his past and repair his relationships with Sam and his wife Shannon before fame costs him what matters most.",en,False,4.7431,2026-02-19,8.3,43.0
934433,Scream VI,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",en,False,22.2524,2023-03-08,6.936,3278.0
1609274,The Education of Jane Cumming,The Education of Jane Cumming,"Edinburgh, 1810. Two female teachers find themselves at the centre of a scandal when one of their pupils accuses them of having a love affair. A drama about prejudice, survival and the courage to stand up for the truth.",en,False,1.7834,2027-01-21,0.0,0.0
1729631,The Koolakamba Project vol. II,The Koolakamba Project vol. II,"After escaping the koolakamba's lair, the students return with reinforcements to defeat it once and for all. However, a new threat emerges...",en,False,0.2952,2026-02-19,0.0,0.0
1550740,Classmates,Domani interrogo,"An English teacher at  technical school in the outskirts of Rome knows that her twenty-four eighteen-year-old students do not consider her a human being, speak ill of her, are ready to contest her and feel a morbid curiosity towards her private life. Still, she tries to relate to them and the result of this effort is ""a great love story"". Cenciarelli describes the lessons (strictly in English, despite the students' protestations), the fights in and out of class, the students' tricks, their need to confront each other, their desire to show themselves superior, their weaknesses and their loneliness. As the seasons go by, the relationship between teacher and students becomes more complicated and deepens, alternating moments of great enthusiasm and great disappointment, until the baccalaureate exam, about which she cares more than they do.",it,False,1.7244,2026-02-19,6.395,19.0
1428862,Firebreak,Cortafuego,"Little Lide disappears in the forest while her family packs up their home. As a fire breaks out, her mother must race to reach her before the flames do.",es,False,5.7192,2026-02-19,6.295,168.0
1525599,Beyond the Menu,Meer dan babi pangang,"Deep-fried thin strips of pork on a bed of acar, doused with a fluorescent red-and-orange, sweet-and-sour sauce: Who does not know babi panggang? In this personal documentary, first-time director Julie Ng, daughter of a Chinese-Indonesian restaurant owner, examines the origins of this iconic dish. Her journey not only leads her to an answer to the question where babi panggang comes from, but also to unknown parts of her own Chinese background. It turns out the dish is the key to a deeper understanding of what it means to be Chinese-Dutch.",nl,False,0.311,2026-02-19,7.7,3.0
1739878,Canoeing Until the End,끝장나게 카누타기,,ko,False,0.2223,2026-02-19,0.0,0.0
1495716,App the Horror,귀신 부르는 앱: 영,"When the app is launched, a ghost appears. Developed by four young adults, the app becomes the centerpiece of a livestream where they venture into a supposedly haunted mountain to prove its authenticity—only to meet a grim fate.",ko,False,3.357,2026-02-18,5.0,4.0
1616172,Mambo Kids,Mambo Kids,"On a quiet late-summer day, Alessandro and Flavio set out in search of the last secrets of their city. Sitting on the branch of a large cherry tree, they wait for the night. A beer with friends, mopeds heading home, and a farewell.",it,False,5.2167,2026-02-18,0.0,0.0
619264,The Platform,El hoyo,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.",es,False,11.2327,2019-11-08,6.968,7919.0
2493,The Princess Bride,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",en,False,14.8687,1987-09-25,7.706,5201.0
1613035,The Lotto Winner,The Lotto Winner,It follows an ordinary family whose lives are abruptly transformed by extraordinary luck—unraveling how money can both bind people together and quietly pull them apart.,tl,False,2.0906,2026-02-18,2.0,2.0
1636323,Filling the void,Remplir le Vide,"A portrait of Magali Garçon, a professor at the Cherbourg School of Arts, whose convictions, feminist vision, and committed personality challenge the traditional art academy, bringing a unique and transformative perspective to her teaching.",fr,False,0.6405,2026-02-17,0.0,0.0
1631839,Ah Beng VS Liang Po Po,阿炳 vs 梁婆婆,"Ah Beng’s daughter, Xiao Yun, is kidnapped by a human trafficking syndicate. As police investigations hit a dead end, a devastated father teams up with a group of unlikely yet uniquely skilled individuals — including Liang Po Po — to form a makeshift rescue squad.  Together, they infiltrate criminal hideouts and navigate a shadowy underworld filled with deception, violence, and moral grey areas, embarking on a pursuit that is both absurd and perilous. This journey is not only a fight against fate, but a desperate, all-out mission to protect family, dignity, and love.",zh,False,1.2422,2026-02-17,0.0,0.0
1447971,Scare Out,惊蛰无声,"After a critical intelligence leak, a national security unit launches an intensive investigation. But successive setbacks in their arrest operations reveal a shocking truth: the trail leads back to within the unit itself. Amidst a storm of trust and betrayal, a silent battle begins to unfold...",zh,False,2.4386,2026-02-17,6.7,18.0
799882,The Bluff,The Bluff,"When her tranquil life on a remote island is shattered by the return of her vengeful former captain, a skilled ex-pirate must confront her bloody past and unleash her deadly talents to save her family from a ruthless siege.",en,False,15.4199,2026-02-17,6.738,195.0
7446,Tropic Thunder,Tropic Thunder,"A group of self-absorbed actors set out to make the most expensive war film ever. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",en,False,12.702,2008-08-09,6.721,7090.0
215,Saw II,Saw II,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.",en,False,15.1651,2005-10-28,6.607,5974.0
1528577,Bunny!!,Thỏ Ơi!!,A host of a relationship advice television programme starts to see cracks in her own marriage after the appearance of a mysterious guest.,vi,False,4.5305,2026-02-17,7.0,1.0
1636832,Kîzîm,Kîzîm,"Kîzîm is a 2025/2026 Romanian drama film directed by Radu Potcoavă, exploring the conflict between tradition and love within the Tatar community in South-Eastern Romania. The story follows 15-year-old Selda (Yeliz Mustafa) as she navigates teenage life, love for a Christian boy, and her family's strict, traditional expectations.",ro,False,1.9409,2026-02-16,0.0,0.0
1600580,Traces,Сліди,"Despite the deep traces of trauma caused by sexual violence and torture at the hands of Russian troops, Ukrainian women survivors are uniting to break stigma and silence, transforming their testimonies into a powerful form of resistance.",uk,False,1.7829,2026-02-16,0.0,0.0
1616158,If I Were Alive,Se Eu Fosse Vivo... Vivia,"Gilberto and Jacira promised to grow old together – for better, for worse, for richer, for poorer, in sickness and in health. Till death them do part.",pt,False,2.3746,2026-02-15,5.0,1.0
530915,1917,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",en,False,15.6542,2019-12-25,7.985,13726.0
1636267,"Oriol Cardona, camí als Jocs","Oriol Cardona, camí als Jocs",,ca,False,0.5959,2026-02-15,0.0,0.0
1616786,This Suffocating Now,This Suffocating Now,"At a time when elements of fascisation are becoming ever more apparent, ever more pervasive, artist Vika Kirchenbauer takes a personal look at what is in the air in present-day Germany.",en,False,0.7616,2026-02-15,0.0,0.0
296,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",en,False,13.8564,2003-07-02,6.201,7376.0
1616130,WAX & GOLD,WAX & GOLD,"Starting from a hotel in Addis Ababa built by Emperor Haile Selassie, Ruth Beckermann explores a place both familiar and foreign to her. Archive footage and conversations on the ground combine personal reflections with the histories of Ethiopia and Europe.",de,False,1.9602,2026-02-15,0.0,0.0
1564875,On Our Own,De capul nostru,"Growing up without her parents, who had gone to work in the West, Flavia became a tough but distant teenager. The routine that keeps her safe and emotionally isolated is disrupted when two young children who have run away from home seek shelter with her.",ro,False,1.7508,2026-02-14,6.8,2.0
1614368,Love Go Go Go!,喜欢上“欠欠”的你,"A spendthrift seeking emotional comfort and a cautious saver searching for security are drawn into an unlikely relationship that begins with constant clashes. As playful tension turns into real feelings, misunderstandings threaten to pull them apart, forcing both to confront what truly matters in love and life.",zh,False,2.9117,2026-02-14,5.5,2.0
1616187,Enjoy Your Stay,Enjoy Your Stay,"To avoid losing custody of her six-year-old daughter in Manila, Luz, an undocumented Filipina cleaner working in a luxury Swiss ski resort, must earn money at any cost – even if it means transgressing her own moral limits.",en,False,1.9277,2026-02-14,7.2,2.0
1614709,Shot Reverse Shot,Plan contraplan,"During the 1980s, the American journalist Edward Serotta documented the harsh realities and Jewish life in socialist Romania. The secret services clandestinely accompanied him on his journey. A photo essay from opposing perspectives.",ro,False,1.26,2026-02-14,4.0,2.0
1608616,Because of Cupid,Because of Cupid,Best friends Naomi and Marcus participate in a Valentine's Day mocktail competition but things go awry when Cupid interferes with a love potion that affects Marcus and several of their friends.,en,False,2.3835,2026-02-14,7.5,10.0
1560749,Mylanji,மைலாஞ்சி,"Surya, a National Geographic photographer who struggles with a rare speech disorder, travels to Ooty to capture a rare bird and unexpectedly meets Charu, a lively orphan trapped by a forced marriage. Desperate to escape, Charu decides to fall in love with another man, while unknowingly growing closer to Surya during their birding journeys.. On the day Kathir comes to take Charu away, fate stands still—leaving one haunting question: will love choose truth, or sacrifice?",ta,False,1.6497,2026-02-13,0.0,0.0
1439703,Elsewhere at Night,Ailleurs la nuit,"A scorching summer stretches across the countryside and the city. In a lush landscape, Marie, a sound artist in research, begins to question her relationship. The arrival of Noée, a young traveler, disrupts her routine and that of Yan, a solitary farmer next door. In the city, Eva, newly arrived from the Philippines, walks sleepless nights, caught between homes, while Jeanne, a master's student, contemplates walking away from everything. Between moments of doubt and brief connections, their worlds echo one another.",fr,False,1.4895,2026-02-13,0.0,0.0
1418361,The Souffleur,The Souffleur,"Lucius Glantz, a veteran hotel manager in Vienna, fights to save his beloved establishment from a scheming realtor's plan to demolish it, leading to a clash of wills that even affects the hotel's renowned soufflé recipe.",en,False,2.6101,2026-02-13,7.0,2.0
1275574,O'Romeo,ओ रोमियो,"What fate awaits a stonehearted gangster and bloodthirsty womaniser when true love claims him, helpless and unguarded? A gang war that shakes the entire underworld and crime syndicate to their very roots. A forbidden love; the tale of an unrequited passion.",hi,False,3.5049,2026-02-13,5.4,14.0
1261188,The Swedish Connection,Den svenska länken,"Swedish Foreign Ministry bureaucrat Gösta Engzell, overlooked during WWII, rescued thousands while turning supposedly neutral Sweden into a moral force. His efforts challenged the status quo and left a lasting humanitarian legacy.",sv,False,4.9811,2026-02-13,7.325,77.0
1458914,The Man I Love,The Man I Love,"In late 1980s New York, a theater artist living with AIDS takes on one possibly last great role.",en,False,2.0104,2027-01-27,0.0,0.0
929,Godzilla,Godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",en,False,9.7437,1998-05-20,5.652,4296.0
668,On Her Majesty's Secret Service,On Her Majesty's Secret Service,"With the help of Marc-Ange Draco, head of the Unione Corse crime syndicate, and Draco's troubled daughter Tracy, James Bond tracks his archnemesis, Ernst Stravro Blofeld, to a mountaintop retreat in the Swiss Alps, where he is training an army of beautiful, lethal women.",en,False,7.9422,1969-12-18,6.555,2187.0
1650333,Bas Ek Pal,Bas Ek Pal,Love is contagious wherever you are.,hi,False,1.0855,2026-02-13,0.0,0.0
1562334,Brunch for Beginners,Брънч за начинаещи,"A series of absurd situations and culinary catastrophes alternate between sincere laughter and bitter tears. And the big question remains: is the pursuit of the perfect reputation worth it, or does the recipe for true happiness lie somewhere else?",bg,False,1.9038,2026-02-13,6.0,1.0
646380,Don't Look Up,Don't Look Up,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,en,False,12.5573,2021-12-08,7.059,9513.0
1395353,Gioia,La gioia,"Gioia is a high school teacher who has never known any other love than the oppressive bond with her own parents, with whom she still lives. One of the students at her school, Alessio, is cashing in on his own body to make a couple of hundred euros to help his mother, a cashier in a supermarket. The relationship that dawns between Gioia and Alessio is forbidden fruit, fragile yet, inexplicably, one they can’t do without. Still, Alessio’s desire to improve his social standing is a silent killer that prevents him from ultimately accepting Gioia’s surprising affection for him. He goes and destroys it all, cancelling the only person who has ever loved him.",it,False,2.2095,2026-02-12,6.683,30.0
1373956,Die Ältern,Die Ältern,"A writer in a midlife and marital crisis, overwhelmed by his growing children and unable to accept change, meets another woman. A bit half-hearted and unintentionally funny, he tries to do something different.",de,False,2.5606,2026-02-12,6.571,7.0
1634420,Liste de Mariage,Liste de Mariage,"A romantic Lebanese comedy that follows Lana as she unexpectedly reconnects with her ex at his wedding, only to find herself pretending to be in a relationship with a mysterious stranger. What begins as a harmless arrangement quickly turns into an emotional journey filled with humor, awkward encounters, and unexpected feelings.",ar,False,1.0754,2026-02-12,0.0,0.0
677558,The Last Whale Singer,The Last Whale Singer,"When a monstrous creature escapes from a melting iceberg, a self-doubting teenage humpback whale must face his greatest fears and dive into the darkest depths with his friends, to discover the mystical song that can save the oceans from destruction.",en,False,2.279,2026-02-12,7.8,5.0
1451238,Drag,Drag,A routine robbery at a rural house turns into a nightmare for two amateur burglars when one of them throws their back out. Things spiral out of control as they try to make it out before the homeowner returns.,en,False,0.9827,2027-01-29,0.0,0.0
242582,Nightcrawler,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",en,False,17.4942,2014-10-23,7.708,11887.0
1633832,Insidious Tales,Insidious Tales,"Across six chilling stories, strangers face the terrifying consequences of their choices as a creeping nightmare begins to invade their lives.",en,False,0.5166,2026-02-11,6.7,3.0
